"train/global_step","qwen3vl_rl - _step","qwen3vl_rl - _step__MIN","qwen3vl_rl - _step__MAX","qwen3vl_rl - train/rewards/combined_reward/std","qwen3vl_rl - train/rewards/combined_reward/std__MIN","qwen3vl_rl - train/rewards/combined_reward/std__MAX"
"88","439","439","439","0.03464101627469063","0.03464101627469063","0.03464101627469063"
"89","444","444","444","0.5383704304695129","0.5383704304695129","0.5383704304695129"
"90","449","449","449","0.13615655899047852","0.13615655899047852","0.13615655899047852"
"91","454","454","454","0.05137180536985397","0.05137180536985397","0.05137180536985397"
"92","459","459","459","0.5416025519371033","0.5416025519371033","0.5416025519371033"
"93","464","464","464","0.52320796251297","0.52320796251297","0.52320796251297"
"94","469","469","469","0","0","0"
"95","474","474","474","0.13761189579963684","0.13761189579963684","0.13761189579963684"
"96","479","479","479","0.047514770179986954","0.047514770179986954","0.047514770179986954"
"97","484","484","484","0.007314614951610565","0.007314614951610565","0.007314614951610565"
"98","489","489","489","0.5416025519371033","0.5416025519371033","0.5416025519371033"
"99","494","494","494","0.1374368518590927","0.1374368518590927","0.1374368518590927"
"100","499","499","499","0","0","0"
"101","504","504","504","0.5388426184654236","0.5388426184654236","0.5388426184654236"
"102","509","509","509","0.8660253882408142","0.8660253882408142","0.8660253882408142"
"103","514","514","514","0.0510995090007782","0.0510995090007782","0.0510995090007782"
"104","519","519","519","0.024785859510302544","0.024785859510302544","0.024785859510302544"
"105","524","524","524","0.5557933449745178","0.5557933449745178","0.5557933449745178"
"106","529","529","529","0.024756629019975662","0.024756629019975662","0.024756629019975662"
"107","534","534","534","0.13602519035339355","0.13602519035339355","0.13602519035339355"
"108","539","539","539","0.526847243309021","0.526847243309021","0.526847243309021"
"109","544","544","544","0.03464101627469063","0.03464101627469063","0.03464101627469063"
"110","549","549","549","0.02573048509657383","0.02573048509657383","0.02573048509657383"
"111","554","554","554","0.06928203254938126","0.06928203254938126","0.06928203254938126"
"112","559","559","559","0.5773502588272095","0.5773502588272095","0.5773502588272095"
"113","564","564","564","0.01979486458003521","0.01979486458003521","0.01979486458003521"
"114","569","569","569","0.02474358305335045","0.02474358305335045","0.02474358305335045"
"115","574","574","574","0.5423609614372253","0.5423609614372253","0.5423609614372253"
"116","579","579","579","0.022845523431897163","0.022845523431897163","0.022845523431897163"
"117","584","584","584","0.007738095708191395","0.007738095708191395","0.007738095708191395"
"118","589","589","589","0.03137417510151863","0.03137417510151863","0.03137417510151863"
"119","594","594","594","0.03464101627469063","0.03464101627469063","0.03464101627469063"
"120","599","599","599","0.5353730916976929","0.5353730916976929","0.5353730916976929"
"121","604","604","604","0","0","0"
"122","609","609","609","0.25557446479797363","0.25557446479797363","0.25557446479797363"
"123","614","614","614","0.01128154993057251","0.01128154993057251","0.01128154993057251"
"124","619","619","619","0.02686350792646408","0.02686350792646408","0.02686350792646408"
"125","624","624","624","0.022530589252710342","0.022530589252710342","0.022530589252710342"
"126","629","629","629","0.019484251737594604","0.019484251737594604","0.019484251737594604"
"127","634","634","634","0.05999999865889549","0.05999999865889549","0.05999999865889549"
"128","639","639","639","0.5270568132400513","0.5270568132400513","0.5270568132400513"
"129","644","644","644","0.5416025519371033","0.5416025519371033","0.5416025519371033"
"130","649","649","649","0.01758592389523983","0.01758592389523983","0.01758592389523983"
"131","654","654","654","0.5773502588272095","0.5773502588272095","0.5773502588272095"
"132","659","659","659","0.05094267427921295","0.05094267427921295","0.05094267427921295"
"133","664","664","664","0.12249462306499481","0.12249462306499481","0.12249462306499481"
"134","669","669","669","0.06928203254938126","0.06928203254938126","0.06928203254938126"
"135","674","674","674","0.5474502444267273","0.5474502444267273","0.5474502444267273"
"136","679","679","679","0.4787135720252991","0.4787135720252991","0.4787135720252991"
"137","684","684","684","0.03464101627469063","0.03464101627469063","0.03464101627469063"
"138","689","689","689","0.03970802575349808","0.03970802575349808","0.03970802575349808"
"139","694","694","694","0.5773502588272095","0.5773502588272095","0.5773502588272095"
"140","699","699","699","0.05271881818771362","0.05271881818771362","0.05271881818771362"
"141","704","704","704","0.03464101627469063","0.03464101627469063","0.03464101627469063"
"142","709","709","709","0.5773502588272095","0.5773502588272095","0.5773502588272095"
"143","714","714","714","0.5476722717285156","0.5476722717285156","0.5476722717285156"
"144","719","719","719","0.04802343621850014","0.04802343621850014","0.04802343621850014"
"145","724","724","724","0.12791146337985992","0.12791146337985992","0.12791146337985992"
"146","729","729","729","0.5310540795326233","0.5310540795326233","0.5310540795326233"
"147","734","734","734","0.010912091471254826","0.010912091471254826","0.010912091471254826"
"148","739","739","739","0.04256738722324371","0.04256738722324371","0.04256738722324371"
"149","744","744","744","0.5121760964393616","0.5121760964393616","0.5121760964393616"
"150","749","749","749","0.03823048621416092","0.03823048621416092","0.03823048621416092"
"151","754","754","754","0.012990378774702549","0.012990378774702549","0.012990378774702549"
"152","759","759","759","0.0054887570440769196","0.0054887570440769196","0.0054887570440769196"
"153","764","764","764","0.028722813352942467","0.028722813352942467","0.028722813352942467"
"154","769","769","769","0.12124355882406235","0.12124355882406235","0.12124355882406235"
"155","774","774","774","0.5773502588272095","0.5773502588272095","0.5773502588272095"
"156","779","779","779","0.5416025519371033","0.5416025519371033","0.5416025519371033"
"157","784","784","784","0.5620456337928772","0.5620456337928772","0.5620456337928772"
"158","789","789","789","0.5605652332305908","0.5605652332305908","0.5605652332305908"
"159","794","794","794","0.5158811211585999","0.5158811211585999","0.5158811211585999"
"160","799","799","799","0.06482883542776108","0.06482883542776108","0.06482883542776108"
"161","804","804","804","0.012245039455592632","0.012245039455592632","0.012245039455592632"
"162","809","809","809","0","0","0"
"163","814","814","814","0.16538089513778687","0.16538089513778687","0.16538089513778687"
"164","819","819","819","0.005933641921728849","0.005933641921728849","0.005933641921728849"
"165","824","824","824","0.5773502588272095","0.5773502588272095","0.5773502588272095"
"166","829","829","829","0.038676150143146515","0.038676150143146515","0.038676150143146515"
"167","834","834","834","0","0","0"
"168","839","839","839","0.5281530022621155","0.5281530022621155","0.5281530022621155"
"169","844","844","844","0.03163701668381691","0.03163701668381691","0.03163701668381691"
"170","849","849","849","0.5673447847366333","0.5673447847366333","0.5673447847366333"
"171","854","854","854","0.1649572253227234","0.1649572253227234","0.1649572253227234"
"172","859","859","859","0.006536770612001419","0.006536770612001419","0.006536770612001419"
"173","864","864","864","0.5728285312652588","0.5728285312652588","0.5728285312652588"
"174","869","869","869","0.5605294108390808","0.5605294108390808","0.5605294108390808"
"175","874","874","874","0.538413941860199","0.538413941860199","0.538413941860199"
"176","879","879","879","0.5999999642372131","0.5999999642372131","0.5999999642372131"
"177","884","884","884","0.006415002979338169","0.006415002979338169","0.006415002979338169"
"178","889","889","889","0","0","0"
"179","894","894","894","0.5102424621582031","0.5102424621582031","0.5102424621582031"
"180","899","899","899","0.02003374695777893","0.02003374695777893","0.02003374695777893"
"181","904","904","904","0.5287933349609375","0.5287933349609375","0.5287933349609375"
"182","909","909","909","0.5278405547142029","0.5278405547142029","0.5278405547142029"
"183","914","914","914","0.5605652332305908","0.5605652332305908","0.5605652332305908"
"184","919","919","919","0.5474502444267273","0.5474502444267273","0.5474502444267273"
"185","924","924","924","0.04285714775323868","0.04285714775323868","0.04285714775323868"
"186","929","929","929","0.5640268325805664","0.5640268325805664","0.5640268325805664"
"187","934","934","934","0.15011106431484222","0.15011106431484222","0.15011106431484222"
"188","939","939","939","0.021129611879587173","0.021129611879587173","0.021129611879587173"
"189","944","944","944","0.5999999642372131","0.5999999642372131","0.5999999642372131"
"190","949","949","949","0","0","0"
"191","954","954","954","0.04535500332713127","0.04535500332713127","0.04535500332713127"
"192","959","959","959","0.023447776213288307","0.023447776213288307","0.023447776213288307"
"193","964","964","964","0.11547005921602249","0.11547005921602249","0.11547005921602249"
"194","969","969","969","0.16588251292705536","0.16588251292705536","0.16588251292705536"
"195","974","974","974","0.03272922709584236","0.03272922709584236","0.03272922709584236"
"196","979","979","979","0.13573871552944183","0.13573871552944183","0.13573871552944183"
"197","984","984","984","0.5121760964393616","0.5121760964393616","0.5121760964393616"
"198","989","989","989","0.02500000037252903","0.02500000037252903","0.02500000037252903"
"199","994","994","994","0.533594012260437","0.533594012260437","0.533594012260437"
"200","999","999","999","0.5773502588272095","0.5773502588272095","0.5773502588272095"
"201","1004","1004","1004","0.00357142835855484","0.00357142835855484","0.00357142835855484"
"202","1009","1009","1009","0.5416025519371033","0.5416025519371033","0.5416025519371033"
"203","1014","1014","1014","0.4126338064670563","0.4126338064670563","0.4126338064670563"
"204","1019","1019","1019","0.5277625918388367","0.5277625918388367","0.5277625918388367"
"205","1024","1024","1024","0.03997040539979935","0.03997040539979935","0.03997040539979935"
"206","1029","1029","1029","0.15605781972408295","0.15605781972408295","0.15605781972408295"
"207","1034","1034","1034","0.02262733317911625","0.02262733317911625","0.02262733317911625"
"208","1039","1039","1039","0.5773502588272095","0.5773502588272095","0.5773502588272095"
"209","1044","1044","1044","0.012830005958676338","0.012830005958676338","0.012830005958676338"
"210","1049","1049","1049","0.01595470681786537","0.01595470681786537","0.01595470681786537"
"211","1054","1054","1054","0.05999999865889549","0.05999999865889549","0.05999999865889549"
"212","1059","1059","1059","0.054614074528217316","0.054614074528217316","0.054614074528217316"
"213","1064","1064","1064","0.5516566634178162","0.5516566634178162","0.5516566634178162"
"214","1069","1069","1069","0.05999999865889549","0.05999999865889549","0.05999999865889549"
"215","1074","1074","1074","0","0","0"
"216","1079","1079","1079","0.021377017721533775","0.021377017721533775","0.021377017721533775"
"217","1084","1084","1084","0.30255475640296936","0.30255475640296936","0.30255475640296936"
"218","1089","1089","1089","0.1687639355659485","0.1687639355659485","0.1687639355659485"
"219","1094","1094","1094","0.029999999329447746","0.029999999329447746","0.029999999329447746"
"220","1099","1099","1099","0.029270559549331665","0.029270559549331665","0.029270559549331665"
"221","1104","1104","1104","0.33280062675476074","0.33280062675476074","0.33280062675476074"
"222","1109","1109","1109","0.05598898231983185","0.05598898231983185","0.05598898231983185"
"223","1114","1114","1114","0.015789473429322243","0.015789473429322243","0.015789473429322243"
"224","1119","1119","1119","0.5538433194160461","0.5538433194160461","0.5538433194160461"
"225","1124","1124","1124","0.5714401006698608","0.5714401006698608","0.5714401006698608"
"226","1129","1129","1129","0.04330126941204071","0.04330126941204071","0.04330126941204071"
"227","1134","1134","1134","0.02500000037252903","0.02500000037252903","0.02500000037252903"
"228","1139","1139","1139","0","0","0"
"229","1144","1144","1144","0.11547005921602249","0.11547005921602249","0.11547005921602249"
"230","1149","1149","1149","0.029999999329447746","0.029999999329447746","0.029999999329447746"
"231","1154","1154","1154","0.05044183507561684","0.05044183507561684","0.05044183507561684"
"232","1159","1159","1159","0.12043564766645432","0.12043564766645432","0.12043564766645432"
"233","1164","1164","1164","0.5605652332305908","0.5605652332305908","0.5605652332305908"
"234","1169","1169","1169","0.027212662622332573","0.027212662622332573","0.027212662622332573"
"235","1174","1174","1174","0.024818869307637215","0.024818869307637215","0.024818869307637215"
"236","1179","1179","1179","0.05666666477918625","0.05666666477918625","0.05666666477918625"
"237","1184","1184","1184","0.1500673145055771","0.1500673145055771","0.1500673145055771"
"238","1189","1189","1189","0.05766206234693527","0.05766206234693527","0.05766206234693527"
"239","1194","1194","1194","0.6928203105926514","0.6928203105926514","0.6928203105926514"
"240","1199","1199","1199","0.056623756885528564","0.056623756885528564","0.056623756885528564"
"241","1204","1204","1204","0.5416025519371033","0.5416025519371033","0.5416025519371033"
"242","1209","1209","1209","0.023090669885277748","0.023090669885277748","0.023090669885277748"
"243","1214","1214","1214","0.0290056299418211","0.0290056299418211","0.0290056299418211"
"244","1219","1219","1219","0.5773502588272095","0.5773502588272095","0.5773502588272095"
"245","1224","1224","1224","0.026363668963313103","0.026363668963313103","0.026363668963313103"
"246","1229","1229","1229","0.5773502588272095","0.5773502588272095","0.5773502588272095"
"247","1234","1234","1234","0.007615500129759312","0.007615500129759312","0.007615500129759312"
"248","1239","1239","1239","0.009622504934668541","0.009622504934668541","0.009622504934668541"
"249","1244","1244","1244","0.013081894256174564","0.013081894256174564","0.013081894256174564"
"250","1249","1249","1249","0.036148156970739365","0.036148156970739365","0.036148156970739365"
"251","1254","1254","1254","0.25","0.25","0.25"
"252","1259","1259","1259","0.03537742793560028","0.03537742793560028","0.03537742793560028"
"253","1264","1264","1264","0.17320507764816284","0.17320507764816284","0.17320507764816284"
"254","1269","1269","1269","0","0","0"
"255","1274","1274","1274","0.026646936312317848","0.026646936312317848","0.026646936312317848"
"256","1279","1279","1279","0.06418776512145996","0.06418776512145996","0.06418776512145996"
"257","1284","1284","1284","0.536250650882721","0.536250650882721","0.536250650882721"
"258","1289","1289","1289","0.026099151000380516","0.026099151000380516","0.026099151000380516"
"259","1294","1294","1294","0.30517086386680603","0.30517086386680603","0.30517086386680603"
"260","1299","1299","1299","0.04455541446805","0.04455541446805","0.04455541446805"
"261","1304","1304","1304","0.5246030688285828","0.5246030688285828","0.5246030688285828"
"262","1309","1309","1309","0.049165621399879456","0.049165621399879456","0.049165621399879456"
"263","1314","1314","1314","0.03750000521540642","0.03750000521540642","0.03750000521540642"
"264","1319","1319","1319","0","0","0"
"265","1324","1324","1324","0.563407838344574","0.563407838344574","0.563407838344574"
"266","1329","1329","1329","0","0","0"
"267","1334","1334","1334","0.0023811913561075926","0.0023811913561075926","0.0023811913561075926"
"268","1339","1339","1339","0.013353218324482441","0.013353218324482441","0.013353218324482441"
"269","1344","1344","1344","0.031578946858644485","0.031578946858644485","0.031578946858644485"
"270","1349","1349","1349","0.5080682635307312","0.5080682635307312","0.5080682635307312"
"271","1354","1354","1354","0.5402349233627319","0.5402349233627319","0.5402349233627319"
"272","1359","1359","1359","0.04898979514837265","0.04898979514837265","0.04898979514837265"
"273","1364","1364","1364","0.04044554382562637","0.04044554382562637","0.04044554382562637"
"274","1369","1369","1369","0.012247450649738312","0.012247450649738312","0.012247450649738312"
"275","1374","1374","1374","0.007499999832361937","0.007499999832361937","0.007499999832361937"
"276","1379","1379","1379","0.007948425598442554","0.007948425598442554","0.007948425598442554"
"277","1384","1384","1384","0.03666666895151138","0.03666666895151138","0.03666666895151138"
"278","1389","1389","1389","0.03711537644267082","0.03711537644267082","0.03711537644267082"
"279","1394","1394","1394","0.04716503992676735","0.04716503992676735","0.04716503992676735"
"280","1399","1399","1399","0.001501672901213169","0.001501672901213169","0.001501672901213169"
"281","1404","1404","1404","0.5514035224914551","0.5514035224914551","0.5514035224914551"
"282","1409","1409","1409","0.01777072437107563","0.01777072437107563","0.01777072437107563"
"283","1414","1414","1414","0.023411808535456657","0.023411808535456657","0.023411808535456657"
"284","1419","1419","1419","0.6928203105926514","0.6928203105926514","0.6928203105926514"
"285","1424","1424","1424","0.03829975798726082","0.03829975798726082","0.03829975798726082"
"286","1429","1429","1429","0.029999999329447746","0.029999999329447746","0.029999999329447746"
"287","1434","1434","1434","0.1330874264240265","0.1330874264240265","0.1330874264240265"
"288","1439","1439","1439","0.5263276100158691","0.5263276100158691","0.5263276100158691"
"289","1444","1444","1444","0.05640833079814911","0.05640833079814911","0.05640833079814911"
"290","1449","1449","1449","0.03228021040558815","0.03228021040558815","0.03228021040558815"
"291","1454","1454","1454","0.5773502588272095","0.5773502588272095","0.5773502588272095"
"292","1459","1459","1459","0.542709231376648","0.542709231376648","0.542709231376648"
"293","1464","1464","1464","0","0","0"
"294","1469","1469","1469","0.014677658677101135","0.014677658677101135","0.014677658677101135"
"295","1474","1474","1474","0.11547005921602249","0.11547005921602249","0.11547005921602249"
"296","1479","1479","1479","0.04590316489338875","0.04590316489338875","0.04590316489338875"
"297","1484","1484","1484","0.5999999642372131","0.5999999642372131","0.5999999642372131"
"298","1489","1489","1489","0.5416025519371033","0.5416025519371033","0.5416025519371033"
"299","1494","1494","1494","0.040909089148044586","0.040909089148044586","0.040909089148044586"
"300","1499","1499","1499","0.04008879140019417","0.04008879140019417","0.04008879140019417"
"301","1504","1504","1504","0.052910447120666504","0.052910447120666504","0.052910447120666504"
"302","1509","1509","1509","0.04120054841041565","0.04120054841041565","0.04120054841041565"
"303","1514","1514","1514","0.002165063749998808","0.002165063749998808","0.002165063749998808"
"304","1519","1519","1519","0.5999999642372131","0.5999999642372131","0.5999999642372131"
"305","1524","1524","1524","0.030214080587029457","0.030214080587029457","0.030214080587029457"
"306","1529","1529","1529","0.016339879482984543","0.016339879482984543","0.016339879482984543"
"307","1534","1534","1534","0.469041645526886","0.469041645526886","0.469041645526886"
"308","1539","1539","1539","0.017320508137345314","0.017320508137345314","0.017320508137345314"
"309","1544","1544","1544","0.04257645830512047","0.04257645830512047","0.04257645830512047"
"310","1549","1549","1549","0.5416025519371033","0.5416025519371033","0.5416025519371033"
"311","1554","1554","1554","0.02474358305335045","0.02474358305335045","0.02474358305335045"
"312","1559","1559","1559","0.15605781972408295","0.15605781972408295","0.15605781972408295"
"313","1564","1564","1564","0.14603567123413086","0.14603567123413086","0.14603567123413086"
"314","1569","1569","1569","0.8660253882408142","0.8660253882408142","0.8660253882408142"
"315","1574","1574","1574","0.029999999329447746","0.029999999329447746","0.029999999329447746"
"316","1579","1579","1579","0.051049914211034775","0.051049914211034775","0.051049914211034775"
"317","1584","1584","1584","0.04285714775323868","0.04285714775323868","0.04285714775323868"
"318","1589","1589","1589","0.02474358305335045","0.02474358305335045","0.02474358305335045"
"319","1594","1594","1594","0.5555395483970642","0.5555395483970642","0.5555395483970642"
"320","1599","1599","1599","0.050557155162096024","0.050557155162096024","0.050557155162096024"
"321","1604","1604","1604","0.15011106431484222","0.15011106431484222","0.15011106431484222"
"322","1609","1609","1609","0.020564937964081764","0.020564937964081764","0.020564937964081764"
"323","1614","1614","1614","0.14199143648147583","0.14199143648147583","0.14199143648147583"
"324","1619","1619","1619","0.009897432290017605","0.009897432290017605","0.009897432290017605"
"325","1624","1624","1624","0.5225890874862671","0.5225890874862671","0.5225890874862671"
"326","1629","1629","1629","0.1445683240890503","0.1445683240890503","0.1445683240890503"
"327","1634","1634","1634","0.542709231376648","0.542709231376648","0.542709231376648"
"328","1639","1639","1639","0.04723775014281273","0.04723775014281273","0.04723775014281273"
"329","1644","1644","1644","0.05412658676505089","0.05412658676505089","0.05412658676505089"
"330","1649","1649","1649","0.6928203105926514","0.6928203105926514","0.6928203105926514"
"331","1654","1654","1654","0.03247595205903053","0.03247595205903053","0.03247595205903053"
"332","1659","1659","1659","0.5773502588272095","0.5773502588272095","0.5773502588272095"
"333","1664","1664","1664","0.03602176904678345","0.03602176904678345","0.03602176904678345"
"334","1669","1669","1669","0.5773502588272095","0.5773502588272095","0.5773502588272095"
"335","1674","1674","1674","0.0414399690926075","0.0414399690926075","0.0414399690926075"
"336","1679","1679","1679","0","0","0"
"337","1684","1684","1684","0.5416025519371033","0.5416025519371033","0.5416025519371033"
"338","1689","1689","1689","0.12112482637166977","0.12112482637166977","0.12112482637166977"
"339","1694","1694","1694","0.023947222158312798","0.023947222158312798","0.023947222158312798"
"340","1699","1699","1699","0.0494871661067009","0.0494871661067009","0.0494871661067009"
"341","1704","1704","1704","0.03464101627469063","0.03464101627469063","0.03464101627469063"
"342","1709","1709","1709","0.568821907043457","0.568821907043457","0.568821907043457"
"343","1714","1714","1714","0.03073088824748993","0.03073088824748993","0.03073088824748993"
"344","1719","1719","1719","0.028804296627640724","0.028804296627640724","0.028804296627640724"
"345","1724","1724","1724","0.061131205409765244","0.061131205409765244","0.061131205409765244"
"346","1729","1729","1729","0.023500485345721245","0.023500485345721245","0.023500485345721245"
"347","1734","1734","1734","0.5416025519371033","0.5416025519371033","0.5416025519371033"
"348","1739","1739","1739","0.5449159145355225","0.5449159145355225","0.5449159145355225"
"349","1744","1744","1744","0.022822558879852295","0.022822558879852295","0.022822558879852295"
"350","1749","1749","1749","0.01018853485584259","0.01018853485584259","0.01018853485584259"
"351","1754","1754","1754","0.009375001303851604","0.009375001303851604","0.009375001303851604"
"352","1759","1759","1759","0.06541858613491058","0.06541858613491058","0.06541858613491058"
"353","1764","1764","1764","0.18475209176540375","0.18475209176540375","0.18475209176540375"
"354","1769","1769","1769","0.534438967704773","0.534438967704773","0.534438967704773"
"355","1774","1774","1774","0.02511291205883026","0.02511291205883026","0.02511291205883026"
"356","1779","1779","1779","0.542709231376648","0.542709231376648","0.542709231376648"
"357","1784","1784","1784","0.028867514804005623","0.028867514804005623","0.028867514804005623"
"358","1789","1789","1789","0","0","0"
"359","1794","1794","1794","0.029127540066838264","0.029127540066838264","0.029127540066838264"
"360","1799","1799","1799","0.026646936312317848","0.026646936312317848","0.026646936312317848"
"361","1804","1804","1804","0.03997040539979935","0.03997040539979935","0.03997040539979935"
"362","1809","1809","1809","0.0217713825404644","0.0217713825404644","0.0217713825404644"
"363","1814","1814","1814","0.015118437819182873","0.015118437819182873","0.015118437819182873"
"364","1819","1819","1819","0","0","0"
"365","1824","1824","1824","0.04354395717382431","0.04354395717382431","0.04354395717382431"
"366","1829","1829","1829","0.03997040539979935","0.03997040539979935","0.03997040539979935"
"367","1834","1834","1834","0.32296425104141235","0.32296425104141235","0.32296425104141235"
"368","1839","1839","1839","0.013549583032727242","0.013549583032727242","0.013549583032727242"
