"train/global_step","qwen3vl_rl - _step","qwen3vl_rl - _step__MIN","qwen3vl_rl - _step__MAX","qwen3vl_rl - train/reward_std","qwen3vl_rl - train/reward_std__MIN","qwen3vl_rl - train/reward_std__MAX"
"101","504","504","504","0.0010480841156095266","0.0010480841156095266","0.0010480841156095266"
"102","509","509","509","0","0","0"
"103","514","514","514","0.05339187756180763","0.05339187756180763","0.05339187756180763"
"104","519","519","519","0.002483151387423277","0.002483151387423277","0.002483151387423277"
"105","524","524","524","0.008838835172355175","0.008838835172355175","0.008838835172355175"
"106","529","529","529","0.02784232795238495","0.02784232795238495","0.02784232795238495"
"107","534","534","534","0.003169788746163249","0.003169788746163249","0.003169788746163249"
"108","539","539","539","0.4242640733718872","0.4242640733718872","0.4242640733718872"
"109","544","544","544","0","0","0"
"110","549","549","549","0.001165560563094914","0.001165560563094914","0.001165560563094914"
"111","554","554","554","0","0","0"
"112","559","559","559","0","0","0"
"113","564","564","564","0","0","0"
"114","569","569","569","0","0","0"
"115","574","574","574","0.005010031629353762","0.005010031629353762","0.005010031629353762"
"116","579","579","579","0.015630779787898064","0.015630779787898064","0.015630779787898064"
"117","584","584","584","0.004629865288734436","0.004629865288734436","0.004629865288734436"
"118","589","589","589","0.014711698517203331","0.014711698517203331","0.014711698517203331"
"119","594","594","594","0","0","0"
"120","599","599","599","0.44415146112442017","0.44415146112442017","0.44415146112442017"
"121","604","604","604","0","0","0"
"122","609","609","609","0.016448738053441048","0.016448738053441048","0.016448738053441048"
"123","614","614","614","0.006842970382422209","0.006842970382422209","0.006842970382422209"
"124","619","619","619","0.006967082154005766","0.006967082154005766","0.006967082154005766"
"125","624","624","624","0.017516963183879852","0.017516963183879852","0.017516963183879852"
"126","629","629","629","0.010472388006746769","0.010472388006746769","0.010472388006746769"
"127","634","634","634","0.04242640733718872","0.04242640733718872","0.04242640733718872"
"128","639","639","639","0.42662110924720764","0.42662110924720764","0.42662110924720764"
"129","644","644","644","0.4242640733718872","0.4242640733718872","0.4242640733718872"
"130","649","649","649","0.015161898918449879","0.015161898918449879","0.015161898918449879"
"131","654","654","654","0","0","0"
"132","659","659","659","0","0","0"
"133","664","664","664","0.00815892405807972","0.00815892405807972","0.00815892405807972"
"134","669","669","669","0","0","0"
"135","674","674","674","0.003140111453831196","0.003140111453831196","0.003140111453831196"
"136","679","679","679","0.1767766922712326","0.1767766922712326","0.1767766922712326"
"137","684","684","684","0","0","0"
"138","689","689","689","0.012609245255589485","0.012609245255589485","0.012609245255589485"
"139","694","694","694","0","0","0"
"140","699","699","699","0.012958290986716747","0.012958290986716747","0.012958290986716747"
"141","704","704","704","0","0","0"
"142","709","709","709","0","0","0"
"143","714","714","714","0.038569461554288864","0.038569461554288864","0.038569461554288864"
"144","719","719","719","0.00530330091714859","0.00530330091714859","0.00530330091714859"
"145","724","724","724","0.0010878569446504116","0.0010878569446504116","0.0010878569446504116"
"146","729","729","729","0.46169912815093994","0.46169912815093994","0.46169912815093994"
"147","734","734","734","0.01148293074220419","0.01148293074220419","0.01148293074220419"
"148","739","739","739","0.02366088330745697","0.02366088330745697","0.02366088330745697"
"149","744","744","744","0.004991340450942516","0.004991340450942516","0.004991340450942516"
"150","749","749","749","0.010606599971652031","0.010606599971652031","0.010606599971652031"
"151","754","754","754","0","0","0"
"152","759","759","759","0.006218087859451771","0.006218087859451771","0.006218087859451771"
"153","764","764","764","0.03181980550289154","0.03181980550289154","0.03181980550289154"
"154","769","769","769","0","0","0"
"155","774","774","774","0","0","0"
"156","779","779","779","0.4242640733718872","0.4242640733718872","0.4242640733718872"
"157","784","784","784","0.019284730777144432","0.019284730777144432","0.019284730777144432"
"158","789","789","789","0.02121320366859436","0.02121320366859436","0.02121320366859436"
"159","794","794","794","0.4242640733718872","0.4242640733718872","0.4242640733718872"
"160","799","799","799","0.005892557092010975","0.005892557092010975","0.005892557092010975"
"161","804","804","804","0.00394053291529417","0.00394053291529417","0.00394053291529417"
"162","809","809","809","0","0","0"
"163","814","814","814","0.023116949945688248","0.023116949945688248","0.023116949945688248"
"164","819","819","819","0.004991340450942516","0.004991340450942516","0.004991340450942516"
"165","824","824","824","0","0","0"
"166","829","829","829","0.011164842173457146","0.011164842173457146","0.011164842173457146"
"167","834","834","834","0","0","0"
"168","839","839","839","0.015152287669479847","0.015152287669479847","0.015152287669479847"
"169","844","844","844","0.007007932756096125","0.007007932756096125","0.007007932756096125"
"170","849","849","849","0.012478356249630451","0.012478356249630451","0.012478356249630451"
"171","854","854","854","0","0","0"
"172","859","859","859","0.0006932418909855187","0.0006932418909855187","0.0006932418909855187"
"173","864","864","864","0.00558242155238986","0.00558242155238986","0.00558242155238986"
"174","869","869","869","0.009569866582751274","0.009569866582751274","0.009569866582751274"
"175","874","874","874","0.005303302314132452","0.005303302314132452","0.005303302314132452"
"176","879","879","879","0.4242640733718872","0.4242640733718872","0.4242640733718872"
"177","884","884","884","0","0","0"
"178","889","889","889","0","0","0"
"179","894","894","894","0.002651650458574295","0.002651650458574295","0.002651650458574295"
"180","899","899","899","0.012701962143182755","0.012701962143182755","0.012701962143182755"
"181","904","904","904","0.4375223219394684","0.4375223219394684","0.4375223219394684"
"182","909","909","909","0.4367811679840088","0.4367811679840088","0.4367811679840088"
"183","914","914","914","0.02121320366859436","0.02121320366859436","0.02121320366859436"
"184","919","919","919","0.003140111453831196","0.003140111453831196","0.003140111453831196"
"185","924","924","924","0.030304577201604843","0.030304577201604843","0.030304577201604843"
"186","929","929","929","0","0","0"
"187","934","934","934","0","0","0"
"188","939","939","939","0.014015866443514824","0.014015866443514824","0.014015866443514824"
"189","944","944","944","0.4242640733718872","0.4242640733718872","0.4242640733718872"
"190","949","949","949","0","0","0"
"191","954","954","954","0.0024105890188366175","0.0024105890188366175","0.0024105890188366175"
"192","959","959","959","0.02766035497188568","0.02766035497188568","0.02766035497188568"
"193","964","964","964","0","0","0"
"194","969","969","969","0.015152287669479847","0.015152287669479847","0.015152287669479847"
"195","974","974","974","0.006410584319382906","0.006410584319382906","0.006410584319382906"
"196","979","979","979","0.0035355337895452976","0.0035355337895452976","0.0035355337895452976"
"197","984","984","984","0.004991340450942516","0.004991340450942516","0.004991340450942516"
"198","989","989","989","0.01767767034471035","0.01767767034471035","0.01767767034471035"
"199","994","994","994","0.43057751655578613","0.43057751655578613","0.43057751655578613"
"200","999","999","999","0","0","0"
"201","1004","1004","1004","0.002525381278246641","0.002525381278246641","0.002525381278246641"
"202","1009","1009","1009","0.4242640733718872","0.4242640733718872","0.4242640733718872"
"203","1014","1014","1014","0.39597979187965393","0.39597979187965393","0.39597979187965393"
"204","1019","1019","1019","0.4242640733718872","0.4242640733718872","0.4242640733718872"
"205","1024","1024","1024","0","0","0"
"206","1029","1029","1029","0.04079462215304375","0.04079462215304375","0.04079462215304375"
"207","1034","1034","1034","0.004821183159947395","0.004821183159947395","0.004821183159947395"
"208","1039","1039","1039","0","0","0"
"209","1044","1044","1044","0","0","0"
"210","1049","1049","1049","0.009049075655639172","0.009049075655639172","0.009049075655639172"
"211","1054","1054","1054","0.04242640733718872","0.04242640733718872","0.04242640733718872"
"212","1059","1059","1059","0.059026941657066345","0.059026941657066345","0.059026941657066345"
"213","1064","1064","1064","0.001165560563094914","0.001165560563094914","0.001165560563094914"
"214","1069","1069","1069","0.04242640733718872","0.04242640733718872","0.04242640733718872"
"215","1074","1074","1074","0","0","0"
"216","1079","1079","1079","0.02397169917821884","0.02397169917821884","0.02397169917821884"
"217","1084","1084","1084","0.0006799102993682027","0.0006799102993682027","0.0006799102993682027"
"218","1089","1089","1089","0","0","0"
"219","1094","1094","1094","0.02121320366859436","0.02121320366859436","0.02121320366859436"
"220","1099","1099","1099","0.002966881264001131","0.002966881264001131","0.002966881264001131"
"221","1104","1104","1104","0.03358757123351097","0.03358757123351097","0.03358757123351097"
"222","1109","1109","1109","0.002209709258750081","0.002209709258750081","0.002209709258750081"
"223","1114","1114","1114","0.01116484310477972","0.01116484310477972","0.01116484310477972"
"224","1119","1119","1119","0.009642365388572216","0.009642365388572216","0.009642365388572216"
"225","1124","1124","1124","0.007314897608011961","0.007314897608011961","0.007314897608011961"
"226","1129","1129","1129","0","0","0"
"227","1134","1134","1134","0.01767767034471035","0.01767767034471035","0.01767767034471035"
"228","1139","1139","1139","0","0","0"
"229","1144","1144","1144","0","0","0"
"230","1149","1149","1149","0.02121320366859436","0.02121320366859436","0.02121320366859436"
"231","1154","1154","1154","0.010878564789891243","0.010878564789891243","0.010878564789891243"
"232","1159","1159","1159","0.000347472436260432","0.000347472436260432","0.000347472436260432"
"233","1164","1164","1164","0.02121320366859436","0.02121320366859436","0.02121320366859436"
"234","1169","1169","1169","0.006556808948516846","0.006556808948516846","0.006556808948516846"
"235","1174","1174","1174","0.02121320366859436","0.02121320366859436","0.02121320366859436"
"236","1179","1179","1179","0.05421151965856552","0.05421151965856552","0.05421151965856552"
"237","1184","1184","1184","0.011364216916263103","0.011364216916263103","0.011364216916263103"
"238","1189","1189","1189","0.03618722781538963","0.03618722781538963","0.03618722781538963"
"239","1194","1194","1194","0","0","0"
"240","1199","1199","1199","0.0265165027230978","0.0265165027230978","0.0265165027230978"
"241","1204","1204","1204","0.4242640733718872","0.4242640733718872","0.4242640733718872"
"242","1209","1209","1209","0.021370820701122284","0.021370820701122284","0.021370820701122284"
"243","1214","1214","1214","0.033840108662843704","0.033840108662843704","0.033840108662843704"
"244","1219","1219","1219","0","0","0"
"245","1224","1224","1224","0.018563613295555115","0.018563613295555115","0.018563613295555115"
"246","1229","1229","1229","0","0","0"
"247","1234","1234","1234","0.0028717441018670797","0.0028717441018670797","0.0028717441018670797"
"248","1239","1239","1239","0","0","0"
"249","1244","1244","1244","0.008588341996073723","0.008588341996073723","0.008588341996073723"
"250","1249","1249","1249","0.011785113252699375","0.011785113252699375","0.011785113252699375"
"251","1254","1254","1254","0.1767766922712326","0.1767766922712326","0.1767766922712326"
"252","1259","1259","1259","0.0008838839712552726","0.0008838839712552726","0.0008838839712552726"
"253","1264","1264","1264","0","0","0"
"254","1269","1269","1269","0","0","0"
"255","1274","1274","1274","0","0","0"
"256","1279","1279","1279","0","0","0"
"257","1284","1284","1284","0.4248468577861786","0.4248468577861786","0.4248468577861786"
"258","1289","1289","1289","0.007968014106154442","0.007968014106154442","0.007968014106154442"
"259","1294","1294","1294","0","0","0"
"260","1299","1299","1299","0.007856741547584534","0.007856741547584534","0.007856741547584534"
"261","1304","1304","1304","0.4242640733718872","0.4242640733718872","0.4242640733718872"
"262","1309","1309","1309","0.04292050376534462","0.04292050376534462","0.04292050376534462"
"263","1314","1314","1314","0.02651650458574295","0.02651650458574295","0.02651650458574295"
"264","1319","1319","1319","0","0","0"
"265","1324","1324","1324","0.004112763796001673","0.004112763796001673","0.004112763796001673"
"266","1329","1329","1329","0","0","0"
"267","1334","1334","1334","0.0006566498777829111","0.0006566498777829111","0.0006566498777829111"
"268","1339","1339","1339","0.00827763881534338","0.00827763881534338","0.00827763881534338"
"269","1344","1344","1344","0.02232968620955944","0.02232968620955944","0.02232968620955944"
"270","1349","1349","1349","0","0","0"
"271","1354","1354","1354","0","0","0"
"272","1359","1359","1359","0.04242640733718872","0.04242640733718872","0.04242640733718872"
"273","1364","1364","1364","0.021465742960572243","0.021465742960572243","0.021465742960572243"
"274","1369","1369","1369","0.01414213702082634","0.01414213702082634","0.01414213702082634"
"275","1374","1374","1374","0.00530330091714859","0.00530330091714859","0.00530330091714859"
"276","1379","1379","1379","0.008399390615522861","0.008399390615522861","0.008399390615522861"
"277","1384","1384","1384","0.0023570244666188955","0.0023570244666188955","0.0023570244666188955"
"278","1389","1389","1389","0","0","0"
"279","1394","1394","1394","0.014569509774446487","0.014569509774446487","0.014569509774446487"
"280","1399","1399","1399","0.0008838839712552726","0.0008838839712552726","0.0008838839712552726"
"281","1404","1404","1404","0.0053032999858260155","0.0053032999858260155","0.0053032999858260155"
"282","1409","1409","1409","0.0023570244666188955","0.0023570244666188955","0.0023570244666188955"
"283","1414","1414","1414","0.0013369665248319507","0.0013369665248319507","0.0013369665248319507"
"284","1419","1419","1419","0","0","0"
"285","1424","1424","1424","0.027800777927041054","0.027800777927041054","0.027800777927041054"
"286","1429","1429","1429","0.02121320366859436","0.02121320366859436","0.02121320366859436"
"287","1434","1434","1434","0.005099328234791756","0.005099328234791756","0.005099328234791756"
"288","1439","1439","1439","0.42601242661476135","0.42601242661476135","0.42601242661476135"
"289","1444","1444","1444","0.005072720814496279","0.005072720814496279","0.005072720814496279"
"290","1449","1449","1449","0.0375310517847538","0.0375310517847538","0.0375310517847538"
"291","1454","1454","1454","0","0","0"
"292","1459","1459","1459","0","0","0"
"293","1464","1464","1464","0","0","0"
"294","1469","1469","1469","0.0037880726158618927","0.0037880726158618927","0.0037880726158618927"
"295","1474","1474","1474","0","0","0"
"296","1479","1479","1479","0.011422495357692242","0.011422495357692242","0.011422495357692242"
"297","1484","1484","1484","0.4242640733718872","0.4242640733718872","0.4242640733718872"
"298","1489","1489","1489","0.4242640733718872","0.4242640733718872","0.4242640733718872"
"299","1494","1494","1494","0.028927095234394073","0.028927095234394073","0.028927095234394073"
"300","1499","1499","1499","0.0018856157548725605","0.0018856157548725605","0.0018856157548725605"
"301","1504","1504","1504","0.03442493826150894","0.03442493826150894","0.03442493826150894"
"302","1509","1509","1509","0.03263569623231888","0.03263569623231888","0.03263569623231888"
"303","1514","1514","1514","0","0","0"
"304","1519","1519","1519","0.4242640733718872","0.4242640733718872","0.4242640733718872"
"305","1524","1524","1524","0.006629126146435738","0.006629126146435738","0.006629126146435738"
"306","1529","1529","1529","0.002679562196135521","0.002679562196135521","0.002679562196135521"
"307","1534","1534","1534","0.3608105182647705","0.3608105182647705","0.3608105182647705"
"308","1539","1539","1539","0","0","0"
"309","1544","1544","1544","0.002525381278246641","0.002525381278246641","0.002525381278246641"
"310","1549","1549","1549","0.4242640733718872","0.4242640733718872","0.4242640733718872"
"311","1554","1554","1554","0","0","0"
"312","1559","1559","1559","0.04079462215304375","0.04079462215304375","0.04079462215304375"
"313","1564","1564","1564","0","0","0"
"314","1569","1569","1569","0","0","0"
"315","1574","1574","1574","0.02121320366859436","0.02121320366859436","0.02121320366859436"
"316","1579","1579","1579","0","0","0"
"317","1584","1584","1584","0.030304577201604843","0.030304577201604843","0.030304577201604843"
"318","1589","1589","1589","0","0","0"
"319","1594","1594","1594","0.01055860798805952","0.01055860798805952","0.01055860798805952"
"320","1599","1599","1599","0","0","0"
"321","1604","1604","1604","0","0","0"
"322","1609","1609","1609","0.01944543793797493","0.01944543793797493","0.01944543793797493"
"323","1614","1614","1614","0.009259731508791447","0.009259731508791447","0.009259731508791447"
"324","1619","1619","1619","0","0","0"
"325","1624","1624","1624","0.44680309295654297","0.44680309295654297","0.44680309295654297"
"326","1629","1629","1629","0.007071067579090595","0.007071067579090595","0.007071067579090595"
"327","1634","1634","1634","0","0","0"
"328","1639","1639","1639","0","0","0"
"329","1644","1644","1644","0","0","0"
"330","1649","1649","1649","0","0","0"
"331","1654","1654","1654","0","0","0"
"332","1659","1659","1659","0","0","0"
"333","1664","1664","1664","0.0055364142172038555","0.0055364142172038555","0.0055364142172038555"
"334","1669","1669","1669","0","0","0"
"335","1674","1674","1674","0.004132441710680723","0.004132441710680723","0.004132441710680723"
"336","1679","1679","1679","0","0","0"
"337","1684","1684","1684","0.4242640733718872","0.4242640733718872","0.4242640733718872"
"338","1689","1689","1689","0.006629126146435738","0.006629126146435738","0.006629126146435738"
"339","1694","1694","1694","0.0010101533262059093","0.0010101533262059093","0.0010101533262059093"
"340","1699","1699","1699","0","0","0"
"341","1704","1704","1704","0","0","0"
"342","1709","1709","1709","0.01060660183429718","0.01060660183429718","0.01060660183429718"
"343","1714","1714","1714","0.027606336399912834","0.027606336399912834","0.027606336399912834"
"344","1719","1719","1719","0.02121320366859436","0.02121320366859436","0.02121320366859436"
"345","1724","1724","1724","0","0","0"
"346","1729","1729","1729","0.014463547617197037","0.014463547617197037","0.014463547617197037"
"347","1734","1734","1734","0.4242640733718872","0.4242640733718872","0.4242640733718872"
"348","1739","1739","1739","0.04242640733718872","0.04242640733718872","0.04242640733718872"
"349","1744","1744","1744","0.017811592668294907","0.017811592668294907","0.017811592668294907"
"350","1749","1749","1749","0","0","0"
"351","1754","1754","1754","0.006629126146435738","0.006629126146435738","0.006629126146435738"
"352","1759","1759","1759","0.005050762556493282","0.005050762556493282","0.005050762556493282"
"353","1764","1764","1764","0","0","0"
"354","1769","1769","1769","0.01767767034471035","0.01767767034471035","0.01767767034471035"
"355","1774","1774","1774","0.011751784011721611","0.011751784011721611","0.011751784011721611"
"356","1779","1779","1779","0","0","0"
"357","1784","1784","1784","0","0","0"
"358","1789","1789","1789","0","0","0"
"359","1794","1794","1794","0.004735088907182217","0.004735088907182217","0.004735088907182217"
"360","1799","1799","1799","0","0","0"
"361","1804","1804","1804","0","0","0"
"362","1809","1809","1809","0.009415139444172382","0.009415139444172382","0.009415139444172382"
"363","1814","1814","1814","0.003291703760623932","0.003291703760623932","0.003291703760623932"
"364","1819","1819","1819","0","0","0"
"365","1824","1824","1824","0.022242780774831772","0.022242780774831772","0.022242780774831772"
"366","1829","1829","1829","0","0","0"
"367","1834","1834","1834","0.011364216916263103","0.011364216916263103","0.011364216916263103"
"368","1839","1839","1839","0.003403187496587634","0.003403187496587634","0.003403187496587634"
"369","1844","1844","1844","0.015637939795851707","0.015637939795851707","0.015637939795851707"
"370","1849","1849","1849","0.007071067579090595","0.007071067579090595","0.007071067579090595"
"371","1854","1854","1854","0.02121320366859436","0.02121320366859436","0.02121320366859436"
"372","1859","1859","1859","0.025292668491601944","0.025292668491601944","0.025292668491601944"
"373","1864","1864","1864","0","0","0"
"374","1869","1869","1869","0","0","0"
"375","1874","1874","1874","0.4242640733718872","0.4242640733718872","0.4242640733718872"
"376","1879","1879","1879","0","0","0"
"377","1884","1884","1884","0.024476774036884308","0.024476774036884308","0.024476774036884308"
"378","1889","1889","1889","0","0","0"
"379","1894","1894","1894","0.0071929823607206345","0.0071929823607206345","0.0071929823607206345"
"380","1899","1899","1899","0.0044194171205163","0.0044194171205163","0.0044194171205163"
"381","1904","1904","1904","0","0","0"
"382","1909","1909","1909","0","0","0"
"383","1914","1914","1914","0","0","0"
"384","1919","1919","1919","0.013637058436870575","0.013637058436870575","0.013637058436870575"
"385","1924","1924","1924","0","0","0"
"386","1929","1929","1929","0.005427744705229998","0.005427744705229998","0.005427744705229998"
"387","1934","1934","1934","0.02121320366859436","0.02121320366859436","0.02121320366859436"
"388","1939","1939","1939","0.0008838833309710026","0.0008838833309710026","0.0008838833309710026"
"389","1944","1944","1944","0.03743506595492363","0.03743506595492363","0.03743506595492363"
"390","1949","1949","1949","0.010101526975631714","0.010101526975631714","0.010101526975631714"
"391","1954","1954","1954","0.019284730777144432","0.019284730777144432","0.019284730777144432"
"392","1959","1959","1959","0.4419417381286621","0.4419417381286621","0.4419417381286621"
"393","1964","1964","1964","0.4242640733718872","0.4242640733718872","0.4242640733718872"
"394","1969","1969","1969","0.00815892405807972","0.00815892405807972","0.00815892405807972"
"395","1974","1974","1974","0","0","0"
"396","1979","1979","1979","0.004991340450942516","0.004991340450942516","0.004991340450942516"
"397","1984","1984","1984","0","0","0"
"398","1989","1989","1989","0.0010398628655821085","0.0010398628655821085","0.0010398628655821085"
"399","1994","1994","1994","0.004735090304166079","0.004735090304166079","0.004735090304166079"
"400","1999","1999","1999","0","0","0"
"401","2004","2004","2004","0","0","0"
"402","2009","2009","2009","0","0","0"
"403","2014","2014","2014","0.005014031194150448","0.005014031194150448","0.005014031194150448"
"404","2019","2019","2019","0.0028410532977432013","0.0028410532977432013","0.0028410532977432013"
"405","2024","2024","2024","0","0","0"
"406","2029","2029","2029","0","0","0"
"407","2034","2034","2034","0.425771027803421","0.425771027803421","0.425771027803421"
"408","2039","2039","2039","0.008636806160211563","0.008636806160211563","0.008636806160211563"
"409","2044","2044","2044","0","0","0"
"410","2049","2049","2049","0","0","0"
"411","2054","2054","2054","0.005050763953477144","0.005050763953477144","0.005050763953477144"
"412","2059","2059","2059","0","0","0"
"413","2064","2064","2064","0.07778174430131912","0.07778174430131912","0.07778174430131912"
"414","2069","2069","2069","0.04208969324827194","0.04208969324827194","0.04208969324827194"
"415","2074","2074","2074","0","0","0"
"416","2079","2079","2079","0","0","0"
"417","2084","2084","2084","0.002766939112916589","0.002766939112916589","0.002766939112916589"
"418","2089","2089","2089","0.002209707861766219","0.002209707861766219","0.002209707861766219"
"419","2094","2094","2094","0","0","0"
"420","2099","2099","2099","0","0","0"
"421","2104","2104","2104","0","0","0"
"422","2109","2109","2109","0.00815892405807972","0.00815892405807972","0.00815892405807972"
"423","2114","2114","2114","0.016355687752366066","0.016355687752366066","0.016355687752366066"
"424","2119","2119","2119","0","0","0"
"425","2124","2124","2124","0.023107239976525307","0.023107239976525307","0.023107239976525307"
"426","2129","2129","2129","0.01346870232373476","0.01346870232373476","0.01346870232373476"
"427","2134","2134","2134","0","0","0"
"428","2139","2139","2139","0.00611919304355979","0.00611919304355979","0.00611919304355979"
