"train/global_step","qwen3vl_rl - _step","qwen3vl_rl - _step__MIN","qwen3vl_rl - _step__MAX","qwen3vl_rl - train/rewards/combined_reward/mean","qwen3vl_rl - train/rewards/combined_reward/mean__MIN","qwen3vl_rl - train/rewards/combined_reward/mean__MAX"
"123","614","614","614","0.05109108239412308","0.05109108239412308","0.05109108239412308"
"124","619","619","619","0.05022059381008148","0.05022059381008148","0.05022059381008148"
"125","624","624","624","0.0248863622546196","0.0248863622546196","0.0248863622546196"
"126","629","629","629","0.04149600490927696","0.04149600490927696","0.04149600490927696"
"127","634","634","634","0.029999999329447746","0.029999999329447746","0.029999999329447746"
"128","639","639","639","0.2316666692495346","0.2316666692495346","0.2316666692495346"
"129","644","644","644","0.20000000298023224","0.20000000298023224","0.20000000298023224"
"130","649","649","649","0.016490312293171883","0.016490312293171883","0.016490312293171883"
"131","654","654","654","0.5","0.5","0.5"
"132","659","659","659","0.04411764815449715","0.04411764815449715","0.04411764815449715"
"133","664","664","664","-0.0942307710647583","-0.0942307710647583","-0.0942307710647583"
"134","669","669","669","0.05999999865889549","0.05999999865889549","0.05999999865889549"
"135","674","674","674","0.5259045958518982","0.5259045958518982","0.5259045958518982"
"136","679","679","679","0.625","0.625","0.625"
"137","684","684","684","0.08999999612569809","0.08999999612569809","0.08999999612569809"
"138","689","689","689","0.03199300542473793","0.03199300542473793","0.03199300542473793"
"139","694","694","694","0.5","0.5","0.5"
"140","699","699","699","0.04377828165888786","0.04377828165888786","0.04377828165888786"
"141","704","704","704","0.029999999329447746","0.029999999329447746","0.029999999329447746"
"142","709","709","709","0.5","0.5","0.5"
"143","714","714","714","0.5272727012634277","0.5272727012634277","0.5272727012634277"
"144","719","719","719","0.04125000163912773","0.04125000163912773","0.04125000163912773"
"145","724","724","724","-0.08923076838254929","-0.08923076838254929","-0.08923076838254929"
"146","729","729","729","0.22647058963775635","0.22647058963775635","0.22647058963775635"
"147","734","734","734","0.05427350848913193","0.05427350848913193","0.05427350848913193"
"148","739","739","739","0.02826923131942749","0.02826923131942749","0.02826923131942749"
"149","744","744","744","0.5564705729484558","0.5564705729484558","0.5564705729484558"
"150","749","749","749","0.058636367321014404","0.058636367321014404","0.058636367321014404"
"151","754","754","754","0.04874999821186066","0.04874999821186066","0.04874999821186066"
"152","759","759","759","0.0731031522154808","0.0731031522154808","0.0731031522154808"
"153","764","764","764","0.022499999031424522","0.022499999031424522","0.022499999031424522"
"154","769","769","769","-0.0949999988079071","-0.0949999988079071","-0.0949999988079071"
"155","774","774","774","0.5","0.5","0.5"
"156","779","779","779","0.20000000298023224","0.20000000298023224","0.20000000298023224"
"157","784","784","784","0.5136363506317139","0.5136363506317139","0.5136363506317139"
"158","789","789","789","0.5149999856948853","0.5149999856948853","0.5149999856948853"
"159","794","794","794","0.25999999046325684","0.25999999046325684","0.25999999046325684"
"160","799","799","799","0.06416666507720947","0.06416666507720947","0.06416666507720947"
"161","804","804","804","0.11015479266643524","0.11015479266643524","0.11015479266643524"
"162","809","809","809","0","0","0"
"163","814","814","814","-0.05865384638309479","-0.05865384638309479","-0.05865384638309479"
"164","819","819","819","0.11416289210319519","0.11416289210319519","0.11416289210319519"
"165","824","824","824","0.5","0.5","0.5"
"166","829","829","829","0.031578946858644485","0.031578946858644485","0.031578946858644485"
"167","834","834","834","0","0","0"
"168","839","839","839","0.5428571701049805","0.5428571701049805","0.5428571701049805"
"169","844","844","844","0.08933035284280777","0.08933035284280777","0.08933035284280777"
"170","849","849","849","0.5088235139846802","0.5088235139846802","0.5088235139846802"
"171","854","854","854","-0.05714285746216774","-0.05714285746216774","-0.05714285746216774"
"172","859","859","859","0.028695326298475266","0.028695326298475266","0.028695326298475266"
"173","864","864","864","0.503947377204895","0.503947377204895","0.503947377204895"
"174","869","869","869","0.5146616697311401","0.5146616697311401","0.5146616697311401"
"175","874","874","874","0.5337499976158142","0.5337499976158142","0.5337499976158142"
"176","879","879","879","0.699999988079071","0.699999988079071","0.699999988079071"
"177","884","884","884","0.0055555556900799274","0.0055555556900799274","0.0055555556900799274"
"178","889","889","889","0","0","0"
"179","894","894","894","0.5581250190734863","0.5581250190734863","0.5581250190734863"
"180","899","899","899","0.027731645852327347","0.027731645852327347","0.027731645852327347"
"181","904","904","904","0.22812500596046448","0.22812500596046448","0.22812500596046448"
"182","909","909","909","0.23027950525283813","0.23027950525283813","0.23027950525283813"
"183","914","914","914","0.5149999856948853","0.5149999856948853","0.5149999856948853"
"184","919","919","919","0.5259045958518982","0.5259045958518982","0.5259045958518982"
"185","924","924","924","0.02142857201397419","0.02142857201397419","0.02142857201397419"
"186","929","929","929","0.5115384459495544","0.5115384459495544","0.5115384459495544"
"187","934","934","934","-0.07000000029802322","-0.07000000029802322","-0.07000000029802322"
"188","939","939","939","0.031339287757873535","0.031339287757873535","0.031339287757873535"
"189","944","944","944","0.699999988079071","0.699999988079071","0.699999988079071"
"190","949","949","949","-0.20000000298023224","-0.20000000298023224","-0.20000000298023224"
"191","954","954","954","0.03920454531908035","0.03920454531908035","0.03920454531908035"
"192","959","959","959","0.07455882430076599","0.07455882430076599","0.07455882430076599"
"193","964","964","964","-0.10000000149011612","-0.10000000149011612","-0.10000000149011612"
"194","969","969","969","-0.05714285746216774","-0.05714285746216774","-0.05714285746216774"
"195","974","974","974","0.027609892189502716","0.027609892189502716","0.027609892189502716"
"196","979","979","979","-0.08250000327825546","-0.08250000327825546","-0.08250000327825546"
"197","984","984","984","0.5564705729484558","0.5564705729484558","0.5564705729484558"
"198","989","989","989","0.012500000186264515","0.012500000186264515","0.012500000186264515"
"199","994","994","994","0.21696428954601288","0.21696428954601288","0.21696428954601288"
"200","999","999","999","0.5","0.5","0.5"
"201","1004","1004","1004","0.04821428656578064","0.04821428656578064","0.04821428656578064"
"202","1009","1009","1009","0.20000000298023224","0.20000000298023224","0.20000000298023224"
"203","1014","1014","1014","0.029999999329447746","0.029999999329447746","0.029999999329447746"
"204","1019","1019","1019","0.23000000417232513","0.23000000417232513","0.23000000417232513"
"205","1024","1024","1024","0.03461538627743721","0.03461538627743721","0.03461538627743721"
"206","1029","1029","1029","-0.07115384936332703","-0.07115384936332703","-0.07115384936332703"
"207","1034","1034","1034","0.06672078371047974","0.06672078371047974","0.06672078371047974"
"208","1039","1039","1039","0.5","0.5","0.5"
"209","1044","1044","1044","0.011111111380159855","0.011111111380159855","0.011111111380159855"
"210","1049","1049","1049","0.021704785525798798","0.021704785525798798","0.021704785525798798"
"211","1054","1054","1054","0.029999999329447746","0.029999999329447746","0.029999999329447746"
"212","1059","1059","1059","0.04729390889406204","0.04729390889406204","0.04729390889406204"
"213","1064","1064","1064","0.5222527384757996","0.5222527384757996","0.5222527384757996"
"214","1069","1069","1069","0.029999999329447746","0.029999999329447746","0.029999999329447746"
"215","1074","1074","1074","0","0","0"
"216","1079","1079","1079","0.04266483336687088","0.04266483336687088","0.04266483336687088"
"217","1084","1084","1084","-0.23798076808452606","-0.23798076808452606","-0.23798076808452606"
"218","1089","1089","1089","-0.05384615436196327","-0.05384615436196327","-0.05384615436196327"
"219","1094","1094","1094","0.014999999664723873","0.014999999664723873","0.014999999664723873"
"220","1099","1099","1099","0.025174826383590698","0.025174826383590698","0.025174826383590698"
"221","1104","1104","1104","-0.21375000476837158","-0.21375000476837158","-0.21375000476837158"
"222","1109","1109","1109","0.04843749850988388","0.04843749850988388","0.04843749850988388"
"223","1114","1114","1114","0.007894736714661121","0.007894736714661121","0.007894736714661121"
"224","1119","1119","1119","0.5204545259475708","0.5204545259475708","0.5204545259475708"
"225","1124","1124","1124","0.5051724314689636","0.5051724314689636","0.5051724314689636"
"226","1129","1129","1129","0.03750000149011612","0.03750000149011612","0.03750000149011612"
"227","1134","1134","1134","0.012500000186264515","0.012500000186264515","0.012500000186264515"
"228","1139","1139","1139","0","0","0"
"229","1144","1144","1144","-0.10000000149011612","-0.10000000149011612","-0.10000000149011612"
"230","1149","1149","1149","0.014999999664723873","0.014999999664723873","0.014999999664723873"
"231","1154","1154","1154","0.042307693511247635","0.042307693511247635","0.042307693511247635"
"232","1159","1159","1159","-0.09570024907588959","-0.09570024907588959","-0.09570024907588959"
"233","1164","1164","1164","0.5149999856948853","0.5149999856948853","0.5149999856948853"
"234","1169","1169","1169","0.02263636328279972","0.02263636328279972","0.02263636328279972"
"235","1174","1174","1174","0.026538461446762085","0.026538461446762085","0.026538461446762085"
"236","1179","1179","1179","0.038333334028720856","0.038333334028720856","0.038333334028720856"
"237","1184","1184","1184","-0.07053571939468384","-0.07053571939468384","-0.07053571939468384"
"238","1189","1189","1189","0.03441176563501358","0.03441176563501358","0.03441176563501358"
"239","1194","1194","1194","0.4000000059604645","0.4000000059604645","0.4000000059604645"
"240","1199","1199","1199","0.04124999791383743","0.04124999791383743","0.04124999791383743"
"241","1204","1204","1204","0.20000000298023224","0.20000000298023224","0.20000000298023224"
"242","1209","1209","1209","0.02664991095662117","0.02664991095662117","0.02664991095662117"
"243","1214","1214","1214","0.03464285656809807","0.03464285656809807","0.03464285656809807"
"244","1219","1219","1219","0.5","0.5","0.5"
"245","1224","1224","1224","0.07789918780326843","0.07789918780326843","0.07789918780326843"
"246","1229","1229","1229","0.5","0.5","0.5"
"247","1234","1234","1234","0.08453063666820526","0.08453063666820526","0.08453063666820526"
"248","1239","1239","1239","0.008333333767950535","0.008333333767950535","0.008333333767950535"
"249","1244","1244","1244","0.04261133819818497","0.04261133819818497","0.04261133819818497"
"250","1249","1249","1249","0.06190476194024086","0.06190476194024086","0.06190476194024086"
"251","1254","1254","1254","-0.125","-0.125","-0.125"
"252","1259","1259","1259","0.030625000596046448","0.030625000596046448","0.030625000596046448"
"253","1264","1264","1264","-0.3499999940395355","-0.3499999940395355","-0.3499999940395355"
"254","1269","1269","1269","0","0","0"
"255","1274","1274","1274","0.023076923564076424","0.023076923564076424","0.023076923564076424"
"256","1279","1279","1279","0.06441176682710648","0.06441176682710648","0.06441176682710648"
"257","1284","1284","1284","0.21112637221813202","0.21112637221813202","0.21112637221813202"
"258","1289","1289","1289","0.021151477470993996","0.021151477470993996","0.021151477470993996"
"259","1294","1294","1294","-0.23571428656578064","-0.23571428656578064","-0.23571428656578064"
"260","1299","1299","1299","0.08222222328186035","0.08222222328186035","0.08222222328186035"
"261","1304","1304","1304","0.23750001192092896","0.23750001192092896","0.23750001192092896"
"262","1309","1309","1309","0.056436337530612946","0.056436337530612946","0.056436337530612946"
"263","1314","1314","1314","0.01875000074505806","0.01875000074505806","0.01875000074505806"
"264","1319","1319","1319","0.05999999865889549","0.05999999865889549","0.05999999865889549"
"265","1324","1324","1324","0.5120918154716492","0.5120918154716492","0.5120918154716492"
"266","1329","1329","1329","1","1","1"
"267","1334","1334","1334","0.02137778326869011","0.02137778326869011","0.02137778326869011"
"268","1339","1339","1339","0.05192460119724274","0.05192460119724274","0.05192460119724274"
"269","1344","1344","1344","0.015789473429322243","0.015789473429322243","0.015789473429322243"
"270","1349","1349","1349","0.5600000023841858","0.5600000023841858","0.5600000023841858"
"271","1354","1354","1354","0.5321428775787354","0.5321428775787354","0.5321428775787354"
"272","1359","1359","1359","0.05999999865889549","0.05999999865889549","0.05999999865889549"
"273","1364","1364","1364","0.02767857164144516","0.02767857164144516","0.02767857164144516"
"274","1369","1369","1369","0.06499999761581421","0.06499999761581421","0.06499999761581421"
"275","1374","1374","1374","0.0037499999161809683","0.0037499999161809683","0.0037499999161809683"
"276","1379","1379","1379","0.0653548538684845","0.0653548538684845","0.0653548538684845"
"277","1384","1384","1384","0.03166666626930237","0.03166666626930237","0.03166666626930237"
"278","1389","1389","1389","0.03214285895228386","0.03214285895228386","0.03214285895228386"
"279","1394","1394","1394","0.08184065669775009","0.08184065669775009","0.08184065669775009"
"280","1399","1399","1399","0.06220394745469093","0.06220394745469093","0.06220394745469093"
"281","1404","1404","1404","0.5224999785423279","0.5224999785423279","0.5224999785423279"
"282","1409","1409","1409","0.07854166626930237","0.07854166626930237","0.07854166626930237"
"283","1414","1414","1414","0.03976890817284584","0.03976890817284584","0.03976890817284584"
"284","1419","1419","1419","0.4000000059604645","0.4000000059604645","0.4000000059604645"
"285","1424","1424","1424","0.06581196933984756","0.06581196933984756","0.06581196933984756"
"286","1429","1429","1429","0.014999999664723873","0.014999999664723873","0.014999999664723873"
"287","1434","1434","1434","-0.08485577255487442","-0.08485577255487442","-0.08485577255487442"
"288","1439","1439","1439","0.23337912559509277","0.23337912559509277","0.23337912559509277"
"289","1444","1444","1444","0.04858695715665817","0.04858695715665817","0.04858695715665817"
"290","1449","1449","1449","0.03807692229747772","0.03807692229747772","0.03807692229747772"
"291","1454","1454","1454","0.5","0.5","0.5"
"292","1459","1459","1459","0.5299999713897705","0.5299999713897705","0.5299999713897705"
"293","1464","1464","1464","0","0","0"
"294","1469","1469","1469","0.043392859399318695","0.043392859399318695","0.043392859399318695"
"295","1474","1474","1474","-0.10000000149011612","-0.10000000149011612","-0.10000000149011612"
"296","1479","1479","1479","0.03807692229747772","0.03807692229747772","0.03807692229747772"
"297","1484","1484","1484","0.699999988079071","0.699999988079071","0.699999988079071"
"298","1489","1489","1489","0.20000000298023224","0.20000000298023224","0.20000000298023224"
"299","1494","1494","1494","0.020454544574022293","0.020454544574022293","0.020454544574022293"
"300","1499","1499","1499","0.03466666489839554","0.03466666489839554","0.03466666489839554"
"301","1504","1504","1504","0.06381578743457794","0.06381578743457794","0.06381578743457794"
"302","1509","1509","1509","0.060576923191547394","0.060576923191547394","0.060576923191547394"
"303","1514","1514","1514","0.05812499672174454","0.05812499672174454","0.05812499672174454"
"304","1519","1519","1519","0.699999988079071","0.699999988079071","0.699999988079071"
"305","1524","1524","1524","0.034687500447034836","0.034687500447034836","0.034687500447034836"
"306","1529","1529","1529","0.013894736766815186","0.013894736766815186","0.013894736766815186"
"307","1534","1534","1534","0.30013158917427063","0.30013158917427063","0.30013158917427063"
"308","1539","1539","1539","0.014999999664723873","0.014999999664723873","0.014999999664723873"
"309","1544","1544","1544","0.08321428298950195","0.08321428298950195","0.08321428298950195"
"310","1549","1549","1549","0.20000000298023224","0.20000000298023224","0.20000000298023224"
"311","1554","1554","1554","0.02142857201397419","0.02142857201397419","0.02142857201397419"
"312","1559","1559","1559","-0.07115384936332703","-0.07115384936332703","-0.07115384936332703"
"313","1564","1564","1564","-0.07352941483259201","-0.07352941483259201","-0.07352941483259201"
"314","1569","1569","1569","0.25","0.25","0.25"
"315","1574","1574","1574","0.044999998062849045","0.044999998062849045","0.044999998062849045"
"316","1579","1579","1579","0.07578947395086288","0.07578947395086288","0.07578947395086288"
"317","1584","1584","1584","0.02142857201397419","0.02142857201397419","0.02142857201397419"
"318","1589","1589","1589","0.02142857201397419","0.02142857201397419","0.02142857201397419"
"319","1594","1594","1594","0.5190045237541199","0.5190045237541199","0.5190045237541199"
"320","1599","1599","1599","0.0762162134051323","0.0762162134051323","0.0762162134051323"
"321","1604","1604","1604","-0.07000000029802322","-0.07000000029802322","-0.07000000029802322"
"322","1609","1609","1609","0.026250001043081284","0.026250001043081284","0.026250001043081284"
"323","1614","1614","1614","-0.0773809552192688","-0.0773809552192688","-0.0773809552192688"
"324","1619","1619","1619","0.051428571343421936","0.051428571343421936","0.051428571343421936"
"325","1624","1624","1624","0.24406249821186066","0.24406249821186066","0.24406249821186066"
"326","1629","1629","1629","-0.07500000298023224","-0.07500000298023224","-0.07500000298023224"
"327","1634","1634","1634","0.5299999713897705","0.5299999713897705","0.5299999713897705"
"328","1639","1639","1639","0.040909089148044586","0.040909089148044586","0.040909089148044586"
"329","1644","1644","1644","0.046875","0.046875","0.046875"
"330","1649","1649","1649","0.4000000059604645","0.4000000059604645","0.4000000059604645"
"331","1654","1654","1654","0.02812499925494194","0.02812499925494194","0.02812499925494194"
"332","1659","1659","1659","0.5","0.5","0.5"
"333","1664","1664","1664","0.030700549483299255","0.030700549483299255","0.030700549483299255"
"334","1669","1669","1669","0.5","0.5","0.5"
"335","1674","1674","1674","0.08435064554214478","0.08435064554214478","0.08435064554214478"
"336","1679","1679","1679","-0.20000000298023224","-0.20000000298023224","-0.20000000298023224"
"337","1684","1684","1684","0.20000000298023224","0.20000000298023224","0.20000000298023224"
"338","1689","1689","1689","-0.09531249850988388","-0.09531249850988388","-0.09531249850988388"
"339","1694","1694","1694","0.02071428671479225","0.02071428671479225","0.02071428671479225"
"340","1699","1699","1699","0.04285714402794838","0.04285714402794838","0.04285714402794838"
"341","1704","1704","1704","0.029999999329447746","0.029999999329447746","0.029999999329447746"
"342","1709","1709","1709","0.5074999928474426","0.5074999928474426","0.5074999928474426"
"343","1714","1714","1714","0.06716768443584442","0.06716768443584442","0.06716768443584442"
"344","1719","1719","1719","0.04312499985098839","0.04312499985098839","0.04312499985098839"
"345","1724","1724","1724","0.052941177040338516","0.052941177040338516","0.052941177040338516"
"346","1729","1729","1729","0.07431818544864655","0.07431818544864655","0.07431818544864655"
"347","1734","1734","1734","0.20000000298023224","0.20000000298023224","0.20000000298023224"
"348","1739","1739","1739","0.5299999713897705","0.5299999713897705","0.5299999713897705"
"349","1744","1744","1744","0.0313446968793869","0.0313446968793869","0.0313446968793869"
"350","1749","1749","1749","0.008823529817163944","0.008823529817163944","0.008823529817163944"
"351","1754","1754","1754","0.004687500186264515","0.004687500186264515","0.004687500186264515"
"352","1759","1759","1759","0.06357143074274063","0.06357143074274063","0.06357143074274063"
"353","1764","1764","1764","-0.04000000283122063","-0.04000000283122063","-0.04000000283122063"
"354","1769","1769","1769","0.5375000238418579","0.5375000238418579","0.5375000238418579"
"355","1774","1774","1774","0.0711774155497551","0.0711774155497551","0.0711774155497551"
"356","1779","1779","1779","0.5299999713897705","0.5299999713897705","0.5299999713897705"
"357","1784","1784","1784","0.02500000037252903","0.02500000037252903","0.02500000037252903"
"358","1789","1789","1789","0","0","0"
"359","1794","1794","1794","0.02477678656578064","0.02477678656578064","0.02477678656578064"
"360","1799","1799","1799","0.023076923564076424","0.023076923564076424","0.023076923564076424"
"361","1804","1804","1804","0.03461538627743721","0.03461538627743721","0.03461538627743721"
"362","1809","1809","1809","0.06141941249370575","0.06141941249370575","0.06141941249370575"
"363","1814","1814","1814","0.012672413140535355","0.012672413140535355","0.012672413140535355"
"364","1819","1819","1819","-0.20000000298023224","-0.20000000298023224","-0.20000000298023224"
"365","1824","1824","1824","0.050343409180641174","0.050343409180641174","0.050343409180641174"
"366","1829","1829","1829","0.03461538627743721","0.03461538627743721","0.03461538627743721"
"367","1834","1834","1834","-0.22053571045398712","-0.22053571045398712","-0.22053571045398712"
"368","1839","1839","1839","0.011229947209358215","0.011229947209358215","0.011229947209358215"
"369","1844","1844","1844","0.07712912559509277","0.07712912559509277","0.07712912559509277"
"370","1849","1849","1849","0.07499999552965164","0.07499999552965164","0.07499999552965164"
"371","1854","1854","1854","0.039000000804662704","0.039000000804662704","0.039000000804662704"
"372","1859","1859","1859","0.0628846138715744","0.0628846138715744","0.0628846138715744"
