"train/global_step","qwen3vl_rl - _step","qwen3vl_rl - _step__MIN","qwen3vl_rl - _step__MAX","qwen3vl_rl - train/num_tokens","qwen3vl_rl - train/num_tokens__MIN","qwen3vl_rl - train/num_tokens__MAX"
"568","2839","2839","2839","5574813","5574813","5574813"
"569","2844","2844","2844","5588225","5588225","5588225"
"570","2849","2849","2849","5597079","5597079","5597079"
"571","2854","2854","2854","5599127","5599127","5599127"
"572","2859","2859","2859","5601047","5601047","5601047"
"573","2864","2864","2864","5603443","5603443","5603443"
"574","2869","2869","2869","5605767","5605767","5605767"
"575","2874","2874","2874","5623102","5623102","5623102"
"576","2879","2879","2879","5641090","5641090","5641090"
"577","2884","2884","2884","5643215","5643215","5643215"
"578","2889","2889","2889","5656827","5656827","5656827"
"579","2894","2894","2894","5665709","5665709","5665709"
"580","2899","2899","2899","5679997","5679997","5679997"
"581","2904","2904","2904","5682250","5682250","5682250"
"582","2909","2909","2909","5698964","5698964","5698964"
"583","2914","2914","2914","5707842","5707842","5707842"
"584","2919","2919","2919","5717178","5717178","5717178"
"585","2924","2924","2924","5726428","5726428","5726428"
"586","2929","2929","2929","5738900","5738900","5738900"
"587","2934","2934","2934","5740344","5740344","5740344"
"588","2939","2939","2939","5742652","5742652","5742652"
"589","2944","2944","2944","5752766","5752766","5752766"
"590","2949","2949","2949","5764662","5764662","5764662"
"591","2954","2954","2954","5778916","5778916","5778916"
"592","2959","2959","2959","5794441","5794441","5794441"
"593","2964","2964","2964","5801983","5801983","5801983"
"594","2969","2969","2969","5803742","5803742","5803742"
"595","2974","2974","2974","5818762","5818762","5818762"
"596","2979","2979","2979","5839050","5839050","5839050"
"597","2984","2984","2984","5841212","5841212","5841212"
"598","2989","2989","2989","5850560","5850560","5850560"
"599","2994","2994","2994","5865483","5865483","5865483"
"600","2999","2999","2999","5874791","5874791","5874791"
"601","3004","3004","3004","5881219","5881219","5881219"
"602","3009","3009","3009","5897533","5897533","5897533"
"603","3014","3014","3014","5900011","5900011","5900011"
"604","3019","3019","3019","5918500","5918500","5918500"
"605","3024","3024","3024","5935538","5935538","5935538"
"606","3029","3029","3029","5948945","5948945","5948945"
"607","3034","3034","3034","5964030","5964030","5964030"
"608","3039","3039","3039","5978773","5978773","5978773"
"609","3044","3044","3044","5997863","5997863","5997863"
"610","3049","3049","3049","6003997","6003997","6003997"
"611","3054","3054","3054","6006304","6006304","6006304"
"612","3059","3059","3059","6015609","6015609","6015609"
"613","3064","3064","3064","6026877","6026877","6026877"
"614","3069","3069","3069","6029191","6029191","6029191"
"615","3074","3074","3074","6047882","6047882","6047882"
"616","3079","3079","3079","6050108","6050108","6050108"
"617","3084","3084","3084","6059347","6059347","6059347"
"618","3089","3089","3089","6073046","6073046","6073046"
"619","3094","3094","3094","6090580","6090580","6090580"
"620","3099","3099","3099","6116262","6116262","6116262"
"621","3104","3104","3104","6118182","6118182","6118182"
"622","3109","3109","3109","6120664","6120664","6120664"
"623","3114","3114","3114","6139406","6139406","6139406"
"624","3119","3119","3119","6148296","6148296","6148296"
"625","3124","3124","3124","6150222","6150222","6150222"
"626","3129","3129","3129","6157750","6157750","6157750"
"627","3134","3134","3134","6164153","6164153","6164153"
"628","3139","3139","3139","6165737","6165737","6165737"
"629","3144","3144","3144","6168132","6168132","6168132"
"630","3149","3149","3149","6179460","6179460","6179460"
"631","3154","3154","3154","6181054","6181054","6181054"
"632","3159","3159","3159","6200458","6200458","6200458"
"633","3164","3164","3164","6201892","6201892","6201892"
"634","3169","3169","3169","6204382","6204382","6204382"
"635","3174","3174","3174","6220787","6220787","6220787"
"636","3179","3179","3179","6229667","6229667","6229667"
"637","3184","3184","3184","6232134","6232134","6232134"
"638","3189","3189","3189","6245690","6245690","6245690"
"639","3194","3194","3194","6254928","6254928","6254928"
"640","3199","3199","3199","6269220","6269220","6269220"
"641","3204","3204","3204","6271432","6271432","6271432"
"642","3209","3209","3209","6291499","6291499","6291499"
"643","3214","3214","3214","6305889","6305889","6305889"
"644","3219","3219","3219","6317491","6317491","6317491"
"645","3224","3224","3224","6325884","6325884","6325884"
"646","3229","3229","3229","6341207","6341207","6341207"
"647","3234","3234","3234","6356054","6356054","6356054"
"648","3239","3239","3239","6364920","6364920","6364920"
"649","3244","3244","3244","6383366","6383366","6383366"
"650","3249","3249","3249","6400084","6400084","6400084"
"651","3254","3254","3254","6409349","6409349","6409349"
"652","3259","3259","3259","6411718","6411718","6411718"
"653","3264","3264","3264","6420291","6420291","6420291"
"654","3269","3269","3269","6428579","6428579","6428579"
"655","3274","3274","3274","6430875","6430875","6430875"
"656","3279","3279","3279","6451197","6451197","6451197"
"657","3284","3284","3284","6453552","6453552","6453552"
"658","3289","3289","3289","6473194","6473194","6473194"
"659","3294","3294","3294","6490109","6490109","6490109"
"660","3299","3299","3299","6492028","6492028","6492028"
"661","3304","3304","3304","6515678","6515678","6515678"
"662","3309","3309","3309","6517300","6517300","6517300"
"663","3314","3314","3314","6540743","6540743","6540743"
"664","3319","3319","3319","6560163","6560163","6560163"
"665","3324","3324","3324","6567679","6567679","6567679"
"666","3329","3329","3329","6591379","6591379","6591379"
"667","3334","3334","3334","6593360","6593360","6593360"
"668","3339","3339","3339","6602351","6602351","6602351"
"669","3344","3344","3344","6604263","6604263","6604263"
"670","3349","3349","3349","6627033","6627033","6627033"
"671","3354","3354","3354","6645535","6645535","6645535"
"672","3359","3359","3359","6648022","6648022","6648022"
"673","3364","3364","3364","6657498","6657498","6657498"
"674","3369","3369","3369","6666388","6666388","6666388"
"675","3374","3374","3374","6698005","6698005","6698005"
"676","3379","3379","3379","6700409","6700409","6700409"
"677","3384","3384","3384","6702288","6702288","6702288"
"678","3389","3389","3389","6711483","6711483","6711483"
"679","3394","3394","3394","6726763","6726763","6726763"
"680","3399","3399","3399","6742509","6742509","6742509"
"681","3404","3404","3404","6751832","6751832","6751832"
"682","3409","3409","3409","6762498","6762498","6762498"
"683","3414","3414","3414","6781876","6781876","6781876"
"684","3419","3419","3419","6784173","6784173","6784173"
"685","3424","3424","3424","6791319","6791319","6791319"
"686","3429","3429","3429","6813841","6813841","6813841"
"687","3434","3434","3434","6833761","6833761","6833761"
"688","3439","3439","3439","6839893","6839893","6839893"
"689","3444","3444","3444","6873834","6873834","6873834"
"690","3449","3449","3449","6889132","6889132","6889132"
"691","3454","3454","3454","6891167","6891167","6891167"
"692","3459","3459","3459","6907183","6907183","6907183"
"693","3464","3464","3464","6913943","6913943","6913943"
"694","3469","3469","3469","6923172","6923172","6923172"
"695","3474","3474","3474","6925676","6925676","6925676"
"696","3479","3479","3479","6927942","6927942","6927942"
"697","3484","3484","3484","6947338","6947338","6947338"
"698","3489","3489","3489","6955396","6955396","6955396"
"699","3494","3494","3494","6964628","6964628","6964628"
"700","3499","3499","3499","6980866","6980866","6980866"
"701","3504","3504","3504","6987906","6987906","6987906"
"702","3509","3509","3509","6995236","6995236","6995236"
"703","3514","3514","3514","7004448","7004448","7004448"
"704","3519","3519","3519","7006703","7006703","7006703"
"705","3524","3524","3524","7038082","7038082","7038082"
"706","3529","3529","3529","7051614","7051614","7051614"
"707","3534","3534","3534","7053861","7053861","7053861"
"708","3539","3539","3539","7060403","7060403","7060403"
"709","3544","3544","3544","7062526","7062526","7062526"
"710","3549","3549","3549","7064964","7064964","7064964"
"711","3554","3554","3554","7072365","7072365","7072365"
"712","3559","3559","3559","7078543","7078543","7078543"
"713","3564","3564","3564","7080862","7080862","7080862"
"714","3569","3569","3569","7082657","7082657","7082657"
